id,category,description,size,price
232240,SPAIN/PORTUGAL,Vinhos Sogrape Silk & Spice Portuguese Red Blend,750ML,11.49
25740,DOMESTIC BOTTLE,Port City Porter - 6 Pack,12.0Z,11.99
41112,ITALY,Hundred Acre Winery If You See Kay Cabernet Sauvignon,750ML,23.99
81982,AMERICAN WHITE,Sterling Vineyards Vintner's Collection Pinot Grigio,750ML,16.99
313102,FRANCE,Domaine de Chateau Pigoudet Premiere Rose Coteaux d'Aix en Provence Rare Rose Blend,750ML,17.99
70209,VODKA,Deep Eddy Vodka,750ML,15.99
10979,AMERICAN WHITE,J. Lohr Riverstone Chardonnay,1.5L,27.99
83759,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Spumante Muscat,750ML,11.39
68047,PORT/SHERRY/DESSERT/VERMOUTH,Savory & James Deluxe Medium Sherry Amontillado Palomino,750ML,16.49
83267,AMERICAN RED,Bonterra Vineyards Cabernet Sauvignon,750ML,16.99
116793,ITALY,Azienda Agricola Plozner Friuli Grave Pinot Grigio,750ML,18.49
347449,SPAIN/PORTUGAL,El Sierro Tempranillo,750ML,7.99
48003,,STORE SPECIAL LIQUOR 1.75L,1.75L,1.09
27260,SCOTCH,Laphroaig 10 Year Old Islay Single Malt Scotch Whisky,750ML,47.99
40231,BRANDY/COGNAC/GRAPPA,E&J V.S.O.P. Superior Reserve Brandy,200ML,4.59
89567,AMERICAN TABLE,Arbor Mist Peach Chardonnay,750ML,6.19
39322,TEQUILA,Milagro Silver Tequila,750ML,29.99
355728,CHAMPAGNE/SPARKLING,Bartenura Moscato Can Provincia di Pavia IGT Muscat - 4 Pack,250ML,14.99
165492,RUM,Wray & Nephew White Overproof Rum,375ML,9.99
166717,MIXERS,Bittermilk No.1 Bourbon Barrel Aged Old Fashioned Mixer 15ML,.51Z,2.49
29895,DOMESTIC BOTTLE,Shipyard Bourbon Barrel Aged Smashed Pumpkin,750ML,17.99
26382,IMPORTED BOTTLE,Gouden Carolus Cuvee Van de Keizer Imperial Blond,750ML,14.99
71779,BOURBON/RYE,Old Forester Kentucky Straight Rye Whisky,750ML,22.99
335882,SPAIN/PORTUGAL,Cellers Can Blau Blau Mazuelo,750ML,14.39
81604,AMERICAN WHITE,Trefethen Chardonnay,750ML,34.99
36080,VODKA,Absolut Vodka,50ML,2.99
71044,VODKA,Smirnoff Cherry Vodka,1.75L,24.99
56502,AMERICAN WHITE,Emerald Bay Coastal Chardonnay,750ML,9.99
44470,AMERICAN RED,Castle Rock Pinot Noir,750ML,15.99
313878,ITALY,Cavit Collection Moscato Provincia di Pavia IGT Muscat,1.5L,16.99
83382,AMERICAN RED,Bota Box Cabernet Sauvignon,3L,24.99
236348,AMERICAN RED,Capriccio Bubbly Sangria 4 Pack Red Blend,750ML,11.99
329899,AMERICAN WHITE,Soleil Mimosa Mango,750ML,11.49
83445,AMERICAN BLUSH/ROSE,Elk Run Sweet Katherine Cabernet Sauvignon,500ML,16.49
241428,BOURBON/RYE,Sheep Dog Peanut Butter Whiskey 50ML,50ML,0.99
68713,TEQUILA,Patron Silver Tequila,375ML,34.99
41154,BRANDY/COGNAC/GRAPPA,Copper & Kings American Craft Brandy,750ML,36.99
82320,AMERICAN RED,Beringer Vineyards Cabernet Sauvignon,750ML,54.99
84624,FRANCE,Louis Latour Meursault Chardonnay,750ML,74.99
41106,BRANDY/COGNAC/GRAPPA,Courvoisier V.S. Cognac,1.75L,56.99
310366,AMERICAN WHITE,Sutter Home Winery Riesling,187ML,1.99
325377,TEQUILA,Del Maguey Chichicapa Single Village Mezcal,750ML,74.99
26620,BOURBON/RYE,George Dickel No. 8 Sour Mash Tennessee Whisky,750ML,20.99
97667,IMPORTED BOTTLE,Beck's Pils - 12 Pack,12.0Z,18.99
69573,COOLERS,Truly Hard Seltzer Mix 24 Pack with Passion Fruit - 24 Pack,12.0Z,33.99
12143,AMERICAN TABLE,Sutter Home Winery Sangria Zinfandel,1.5L,12.99
75078,AMERICAN WHITE,Beringer Vineyards Founders' Estate Chardonnay,1.5L,22.99
81190,AMERICAN WHITE,Barefoot Cellars Tetra Pak Wine to go Moscato Muscat,500ML,5.99
81134,AMERICAN RED,Sledgehammer Zinfandel,750ML,12.99
21784,ITALY,Sella & Mosca La Cala Vermentino di Sardegna DOC,750ML,16.99
97586,DOMESTIC BOTTLE,Bud Light - 24 Pack,12.0Z,25.99
51035,DOMESTIC BOTTLE,HEAVY SEAS RED FLAG 6/4PK 12OZ NR - 4 Pack,12.0Z,17.99
155454,AMERICAN RED,Etude Estate Grown Grace Benoist Ranch Pinot Noir,750ML,41.99
68286,DOMESTIC CAN,GREENBRIAR VALLEY MOTHMAN BLACK IPA 4/6 CANS,12.0Z,2.99
190721,AMERICAN WHITE,Toad Hollow Francine's Selection Unoaked Chardonnay,750ML,16.99
70109,VODKA,Deep Eddy Ruby Red Grapefruit Vodka,750ML,15.99
341580,AMERICAN RED,Failla Pinot Noir,750ML,40.99
311005,AMERICAN RED,Magnolia Grove Cabernet Sauvignon,750ML,6.49
50024,CORDIALS,Saint Brendan's Irish Cream Liqueur,750ML,14.99
70415,GIN,New Deal 33 Portland Dry Gin,750ML,31.99
79200,AUSTRALIA,Stanley Lambert Thoroughbred Cabernet Sauvignon,750ML,26.99
82373,CHAMPAGNE/SPARKLING,Barefoot Cellars Bubbly Prosecco Glera,750ML,12.69
80587,AMERICAN WHITE,Barefoot Cellars Refresh Moscato Spritzer Can Muscat - 4 Pack,250ML,8.99
63118,FRANCE,Maison Nicolas Cabernet Sauvignon,750ML,9.49
80837,AMERICAN RED,Frei Brothers Reserve Merlot,750ML,18.99
23951,DOMESTIC BOTTLE,Sierra Nevada Torpedo Extra IPA - 12 Pack,12.0Z,17.99
26812,IMPORTED BOTTLE,Hell on High Quad Bock,500ML,4.99
42392,AMERICAN WHITE,Ridge Monte Bello Estate Vineyards Chardonnay,750ML,45.99
90611,DOMESTIC CAN,Icehouse Can - 30 Pack,12.0Z,25.99
84038,AMERICAN WHITE,Kendall Jackson Avant Chardonnay,750ML,16.99
63096,FRANCE,Chateau Tour de Goupin Bordeaux Blend,750ML,13.99
152099,KOSHER,Alfasi Reserve Cabernet Sauvignon,750ML,9.79
45909,PORT/SHERRY/DESSERT/VERMOUTH,Fonseca 20 Year Old Tawny Red Port,750ML,58.99
52680,AMERICAN RED,Foley Estates Pinot Noir,750ML,28.99
28681,CANADIAN/BLENDED WHISKEY,Crown Royal Deluxe Blended Canadian Whisky,750ML,28.99
139017,AMERICAN WHITE,Gundlach Bundschu Estate Vineyard Gewurztraminer,750ML,18.49
72556,BOURBON/RYE,Yellowstone Select Kentucky Straight Bourbon Whiskey,750ML,41.99
24461,IMPORTED BOTTLE,BAKALAR LAGER 20/16.9 OZ,16.9Z,2.99
336791,FRANCE,Vignerons de la Vicomte Les Vigneaux Cabernet Sauvignon,750ML,7.99
62049,IMPORTED BOTTLE,Hofbrau Freising Festbier - 6 Pack,12.0Z,12.99
80428,MIXERS,Skyy Barcraft Watermelon Fresca Vodka,750ML,14.99
77321,AMERICAN WHITE,ZACA MESA VYDS CHARD,750ML,6.79
1562,DOMESTIC BOTTLE,Troegs Troegenator Double Bock - 6 Pack,12.0Z,10.99
44921,CHAMPAGNE/SPARKLING,Mionetto Brut Prestige Collection 1887 Prosecco di Treviso Glera,750ML,17.99
29289,SCOTCH,Johnnie Walker Red Label Blended Scotch Whisky,1L,28.99
29276,IMPORTED CAN,Evil Twin Citra Sunshine Slacker - 4 Pack,16.0Z,10.99
83810,AMERICAN WHITE,Chateau Ste. Michelle Riesling,750ML,10.99
338459,FRANCE,Maison de la Villette Cabernet Sauvignon,750ML,12.39
366046,FRANCE,Moulin des Vrilleres (Lauverjat) Rose Sancerre Pinot Noir,750ML,24.99
45089,FRANCE,GRAND VENEUR CDR RES,3L,38.99
173002,ITALY,Falesco Est Est Est di Montefiascone Trebbiano,750ML,10.49
10245,OTHER WINE,"Cricova Brut Sparkling Chardonnay, Pinot Noir",750ML,5.99
337861,FRANCE,Chateau le Sabley Bordeaux Blend,750ML,6.99
64014,DOMESTIC CAN,TROEGS PERPETUAL IPA 4/6 CANS - 6 Pack,12.0Z,10.99
311297,GERMANY,Carl Weinberg Qualitatswein Riesling,750ML,13.99
40473,FRANCE,Chateau Vignot Saint Emilion Grand Cru Bordeaux Blend,750ML,72.99
46027,TEQUILA,Margaritaville Last Mango Tequila,750ML,13.49
242202,AMERICAN RED,BAREFOOT REFRESH RED SANGRIA SPRITZER - 4 Pack,250ML,8.99
29712,DOMESTIC BOTTLE,Shmaltz Death Hoppy Black Ale - 4 Pack,12.0Z,15.99
308024,AMERICAN RED,Middle Sister Sweetie Pie Rare Red Blend,750ML,9.99
19208,FRANCE,Trimbach Reserve Pinot Noir,750ML,20.99
122769,AMERICAN RED,La Terre Cellars Merlot,1.5L,11.99
74248,BOURBON/RYE,Jefferson's Very Small Batch Kentucky Straight Bourbon Whisky,750ML,33.99
387398,AMERICAN RED,Black Ridge Vineyards Merlot,750ML,8.99
12142,AMERICAN BLUSH/ROSE,Sutter Home Winery Pink Moscato Muscat - 4 Pack,187ML,7.96
84122,AMERICAN WHITE,Beringer Vineyards Simply Sophisticated Chardonnay,1.5L,13.99
82584,AMERICAN WHITE,Barefoot Cellars Refresh Crisp White Spitzer 4 Cans Rare White Blend - 4 Pack,250ML,8.99
70016,MIXERS,Smirnoff Bloody Mary Mix,32.0Z,4.79
72225,ITALY,Cantina Gabriele Sangiovese,750ML,13.99
19992,CORDIALS,Chartreuse Green Liqueur,750ML,63.99
36510,CHAMPAGNE/SPARKLING,Kenwood Rare White Blend,187ML,3.59
56456,AMERICAN RED,Bogle Vineyards Merlot,750ML,14.99
43605,FRANCE,Domaine Grand Veneur Reserve Cotes du Rhone Red Southern Rhone Blend,750ML,14.99
320999,ARGENTINA,Bodega Villa Atuel El Tractor Malbec,750ML,10.49
53929,VODKA,Tito's Handmade Vodka,1.75L,33.99
23318,IMPORTED CAN,Modelo Especial Can - 18 Pack,12.0Z,23.99
314621,CHILE,Lanzur Reserva Pinot Noir,750ML,13.99
240904,BOURBON/RYE,BARRELL BOURB SINGLE BARREL WHISKEY 14YR   750ML,750ML,104.99
427217,AUSTRALIA,Bodega Alvear Che Gaucho Estate Bottled Malbec,1.5L,11.99
386049,ARGENTINA,Baron Edmond de Rothschild Aguaribay Malbec,750ML,13.99
306919,GREECE,Loukatos of Patras Mavrodaphne,750ML,11.69
63393,DOMESTIC BOTTLE,Bell's Two Hearted Ale - 6 Pack,12.0Z,12.99
97845,IMPORTED BOTTLE,Spaten Premium Lager - 6 Pack,12.0Z,10.99
25221,DOMESTIC BOTTLE,Uinta Baba Black Lager - 6 Pack,12.0Z,11.99
70337,IRISH WHISKEY,Paddy Devil's Apple Cinnamon Apple Liqueur,750ML,19.99
304670,ITALY,Tomaiolo Delle Venezie IGT Pinot Grigio,750ML,11.99
42879,AMERICAN WHITE,Charles Smith Kung Fu Girl Riesling,750ML,12.99
71554,BOURBON/RYE,Ragged Branch Rye Bourbon Virginia Straight Bourbon Whiskey,750ML,47.99
41620,AMERICAN RED,Bethel Heights Casteel Reserve Pinot Noir,750ML,84.99
76001,SPECIALTY,Catdaddy Spiced Moonshine,750ML,27.99
355925,AMERICAN RED,Artisan Vintners Guild Merlot,750ML,10.79
429158,CHAMPAGNE/SPARKLING,Christian Audigier Ed Hardy Moscato Puglia IGT Muscat,750ML,7.69
307787,KOSHER,Bartenura Rosso Toscano Toscana IGT Sangiovese,750ML,8.99
78721,TEQUILA,El Mayor Blanco Tequila,750ML,30.99
23006,IMPORTED BOTTLE,Red Stripe Lager,24.0Z,2.99
242184,IMPORTED BOTTLE,MEDALLA LIGHT 24/12OZ NR,12.0Z,1.99
72155,VODKA,Svedka Clementine Vodka,1.75L,21.99
69411,MISCELLANEOUS IMPORTED,Hatozaki Finest Japanese Whisky,750ML,34.99
60089,FRANCE,Louis Jadot Gamay,750ML,12.99
78988,CANADIAN/BLENDED WHISKEY,Crown Royal Reserve Blended Canadian Whisky,375ML,26.99
43041,AMERICAN RED,McManis Family Vineyards Syrah,750ML,13.39
327488,SPAIN/PORTUGAL,Altos Rioja Tempranillo,750ML,11.99
74200,GIN,Nolet's Silver Dry Gin,750ML,42.99
2917,DOMESTIC BOTTLE,Yuengling Black & Tan - 6 Pack,12.0Z,7.99
304194,AMERICAN WHITE,One Hope Chardonnay,750ML,13.99
43732,BOURBON/RYE,Evan Williams Bottled in Bond Kentucky Straight Bourbon Whiskey,750ML,16.99
44741,CORDIALS,Evangeline's Praline Original Pecan Liqueur,750ML,14.99
97104,DOMESTIC BOTTLE,Evolution Craft Pine'hop'le IPA - 6 Pack,12.0Z,10.99
60690,AMERICAN RED,Zaca Mesa Estate Grown and Bottled Syrah,750ML,26.99
23939,DOMESTIC BOTTLE,Coors Light - 24 Pack,12.0Z,25.99
53538,AMERICAN RED,Argyle Pinot Noir,750ML,26.99
172642,ITALY,ROCCA DELLE MACIE CHN,375ML,11.99
325539,CHILE,Mamita Semi Sweet Red Wine Cabernet Sauvignon,750ML,10.99
341122,FRANCE,Montgravet Rose Cinsault,750ML,10.99
164593,RUM,Bacardi Gold Rum,100ML,2.99
334061,AMERICAN RED,LangeTwins Sand Point Cabernet Sauvignon,750ML,8.49
81205,AMERICAN RED,J. Lohr Wildflower Valdiguie,750ML,8.99
28848,DOMESTIC BOTTLE,Beer Army Heroes Never Die IPA - 6 Pack,12.0Z,13.99
310934,SPAIN/PORTUGAL,Volte Face Private Selection Branco Antao Vaz,750ML,18.49
321468,AMERICAN RED,Emerald Bay Coastal Cabernet Sauvignon,750ML,9.99
29596,DOMESTIC CAN,4 Hands Single Speed Can - 6 Pack,12.0Z,12.99
88293,AMERICAN TABLE,Carlo Rossi Paisano Mission,4L,18.99
41254,BRANDY/COGNAC/GRAPPA,Hennessy V.S Cognac,750ML,39.99
79739,CORDIALS,Yukon Jack Canadian Liqueur 100 Proof,1.75L,26.99
68673,DOMESTIC CAN,DENIZENS THIRD PARTY 4/6 CANS - 6 Pack,12.0Z,15.99
68672,DOMESTIC CAN,DENIZENS BORN BOHEMIAN 4/6 CANS - 6 Pack,12.0Z,13.99
324723,ITALY,Bruno Rocca Rabaja Barbaresco DOCG Nebbiolo,1.5L,179.99
84984,AMERICAN RED,St Huberts The Stag Cabernet Sauvignon,750ML,19.99
10693,AMERICAN RED,Taylor Lake Country Red Blend,3L,12.49
24489,DOMESTIC BOTTLE,Baying Hound Marmageddon Porter,22.0Z,4.99
78239,AMERICAN WHITE,Two Vines Chardonnay,1.5L,15.99
303520,AMERICAN RED,Duckhorn Vineyards Decoy Merlot,750ML,20.99
84599,FRANCE,Le Grand Noir GSM Black Sheep Grenache,750ML,11.99
42600,AMERICAN RED,Chateau Ste. Michelle Indian Wells Cabernet Sauvignon,750ML,16.99
83178,AMERICAN RED,Kendall Jackson Vintner's Reserve Merlot,750ML,22.99
29785,AUSTRALIA,Ballast Stone Steeple Jack Shiraz,750ML,7.99
79693,PORT/SHERRY/DESSERT/VERMOUTH,Noilly Prat Rouge Vermouth Red Blend,750ML,14.49
319274,ITALY,Porta Palo Terre Siciliane IGT Merlot,750ML,7.49
64132,GIN,Hendrick's Gin,375ML,20.99
51027,DOMESTIC CAN,Sierra Nevada Southern Gothic Can - 6 Pack,12.0Z,9.99
84307,AMERICAN RED,Edna Valley Vineyard Pinot Noir,750ML,15.39
324207,CHAMPAGNE/SPARKLING,Casa Vinicola Botter Di Maria Extra Dry   Quality Aromatic Prosecco Glera,750ML,13.99
86975,AMERICAN RED,J. Lohr Los Osos Merlot,750ML,15.49
331475,ITALY,Pico Maccario Villa della Rosa Barbera d'Asti DOCG,750ML,10.99
32204,CHILE,Pinot Evil Cellars Pinot Noir,750ML,6.79
335022,AMERICAN RED,Kendall Jackson Grand Reserve Pinot Noir,750ML,31.99
52710,AMERICAN WHITE,Francis Ford Coppola Diamond Collection Yellow Label Sauvignon Blanc,750ML,14.49
315484,ITALY,Cavit Collection Delle Venezie IGT Merlot,187ML,3.19
28741,DOMESTIC CAN,New Belgium Heavy Melon Lime Ale - 6 Pack,12.0Z,9.99
45423,CHAMPAGNE/SPARKLING,Alfred Basely Brut Champagne,750ML,33.99
68445,DOMESTIC CAN,STONE DELICIOUS IPA 4/6 CANS - 6 Pack,12.0Z,11.99
70901,MIXERS,Finest Call Bloody Mary Mix,1L,3.99
8796,DOMESTIC BOTTLE,Bud Light - 12 Pack,12.0Z,15.99
95788,IMPORTED CAN,Amstel Light Can - 12 Pack,12.0Z,18.99
329958,FRANCE,Les Maitres Vignerons de la Vidaubanaise Le Provencal Cotes de Provence Red Southern Rhone Blend,750ML,14.99
81032,CHAMPAGNE/SPARKLING,Stellina di Notte Prosecco Glera,750ML,16.49
16918,RUM,Cruzan Vanilla Rum,750ML,11.99
385123,AMERICAN RED,Green & Red Vineyards Estate Chiles Canyon Vineyard Zinfandel,750ML,27.99
42625,FRANCE,Domaine / Maison Vincent Girardin Les Vieilles Vignes Chassagne Montrachet Chardonnay,750ML,73.99
74365,TEQUILA,Jose Cuervo Tradicional Reposado Tequila,750ML,23.99
340593,SPAIN/PORTUGAL,Masia de la Luz Brut Cava Blend,750ML,10.99
302776,AMERICAN WHITE,MacRostie Chardonnay,750ML,24.99
78085,AUSTRALIA,Fisheye Pinot Grigio,1.5L,11.49
41914,MIXERS,Fever Tree Aromatic Tonic Water - 4 Pack,200ML,6.99
53821,CORDIALS,Baileys Salted Caramel,750ML,30.99
313393,CHAMPAGNE/SPARKLING,Valdo Brut Prosecco Glera,750ML,15.99
81057,AMERICAN RED,Peter Vella Moscato Sangria Muscat Blanc a Petits Grains,5L,15.39
319834,AUSTRALIA,M. Chapoutier Tournon Mathilda Shiraz,750ML,18.49
396338,NEW ZEALAND,BORTHWICK S/BLC,750ML,18.49
81492,AMERICAN WHITE,Smoking Loon The Original Pinot Grigio,750ML,11.49
29572,CHAMPAGNE/SPARKLING,Gruet Winery Blanc de Noirs Pinot Noir,375ML,12.99
331401,ARGENTINA,Belasco de Baquedano Rosa De Argentina Brut Nature Malbec,750ML,18.49
51713,AMERICAN RED,Linganore Winecellars Steeplechase Sweet Red Rare Red Blend,750ML,12.99
337385,AMERICAN RED,ST INNOCENT P/NOIR MOMTAZI H 12,375ML,18.49
23540,AMERICAN RED,Cain Vineyard & Winery Cain Concept The Benchland Bordeaux Blend,750ML,115.99
82031,AMERICAN RED,Clos du Bois Hand Selected Lots Cabernet Sauvignon,750ML,15.49
86784,AMERICAN RED,Chateau Julien Royalty Red Rare Red Blend,750ML,12.99
70724,GIN,Cardinal American Dry Gin,750ML,35.99
341676,FRANCE,Paul Florian Scarlet of Paris Pinot Noir,750ML,7.99
319571,CHILE,Undurraga Terroir Hunter (TH) Carignan,750ML,21.99
93785,DOMESTIC BOTTLE,Samuel Adams Boston Lager - 6 Pack,12.0Z,9.99
166455,BOURBON/RYE,Wild Turkey Longbranch Kentucky Straight Bourbon Whiskey,750ML,35.99
34213,RUM,Wray & Nephew White Overproof Rum,1L,26.99
312075,AMERICAN RED,Tuck Beckstoffer The Sum Cabernet Sauvignon,750ML,30.99
27200,SCOTCH,Chivas Regal 12 Year Old Blended Scotch Whisky,50ML,3.49
309708,ITALY,Castello di Bolgheri Varvara Bolgheri Bordeaux Blend,750ML,36.99
400017,AMERICAN WHITE,Stonecap Estate Grown Chardonnay,750ML,7.79
57720,VODKA,Ketel One Vodka,1L,33.99
25018,IMPORTED BOTTLE,Hofstettner Granitbock Ice,11.2Z,10.99
74420,ARGENTINA,Terrazas de Los Andes Altos del Plata Chardonnay,750ML,11.99
86607,AMERICAN RED,Josh Cellars Pinot Noir,750ML,18.99
308244,ITALY,Gaetano D'Aquino Dolce Rosso Rare Red Blend,750ML,7.99
332849,AMERICAN RED,Seaglass Cabernet Sauvignon,750ML,12.99
311614,ITALY,Medici Ermete Concerto Reggiano Lambrusco,750ML,23.99
312177,ASIA,Gekkeikan Silver Sake,750ML,11.49
46171,AMERICAN RED,David Bruce Pinot Noir,750ML,36.99
69805,DOMESTIC CAN,NB THE PURIST 4/6 CANS - 6 Pack,12.0Z,10.99
79430,CHAMPAGNE/SPARKLING,Tosti Dolce Asti Muscat Blanc a Petits Grains,1.5L,34.99
56260,MIXERS,Chi Chi's Appletini Cocktail,1.75L,10.99
341667,SOUTH AFRICA,Remhoogte Honeybunch Reserve Chenin Blanc,750ML,25.99
27499,SCOTCH,Johnnie Walker Black Label 12 Year Old Blended Scotch Whisky,1L,46.99
79510,PORT/SHERRY/DESSERT/VERMOUTH,Martini & Rossi Sweet Vermouth Rosso Red Blend,1L,14.49
426660,AMERICAN WHITE,Firestone Vineyard Discoveries Chardonnay,750ML,9.59
70717,MIXERS,Master of Mixes Pina Colada Mix,1.75L,5.59
74840,SCOTCH,Black Bull 12 Year Old Blended Scotch Whisky,750ML,71.99
322463,TEQUILA,Casamigos Reposado Tequila,750ML,60.99
28958,IMPORTED BOTTLE,Fatti Urtyp Hell,16.9Z,3.99
86744,AMERICAN WHITE,Dark Horse Wines The Original Dark Horse Chardonnay,750ML,8.99
237774,BOURBON/RYE,Barrell Bourbon Batch 019 9.5 Year Old Cask Strength Bourbon Whiskey,750ML,111.99
29437,CIDER,Cobbler Mountain Kickin' Cinnamon Cider,12.0Z,3.99
232128,AMERICAN RED,Faust Cabernet Sauvignon,750ML,60.99
78679,TEQUILA,Casa Noble Crystal Blanco Tequila,750ML,33.99
312992,FRANCE,Alain De La Treille Chardonnay,750ML,10.99
43087,CORDIALS,DeKuyper Buttershots Burst Butterscotch Schnapps,1L,10.49
22400,IMPORTED BOTTLE,Gosser Lager - 6 Pack,12.0Z,15.99
93429,IMPORTED BOTTLE,Fuller's ESB - 6 Pack,11.2Z,16.99
47486,AMERICAN WHITE,Black Box Riesling,3L,24.99
49025,RUM,Captain Morgan Black Spiced Rum,1L,20.99
154466,VODKA,Smirnoff Raspberry Vodka,375ML,7.49
18872,CHAMPAGNE/SPARKLING,Piper Heidsieck Brut Champagne,750ML,177.99
50776,CORDIALS,Frangelico Hazelnut Liqueur,750ML,29.99
79997,BRANDY/COGNAC/GRAPPA,Remy Martin V Eau de vie,750ML,45.99
68692,CHAMPAGNE/SPARKLING,Risata Sparkling Rose Chardonnay,750ML,15.99
333446,AMERICAN RED,Federalist Vineyards The Federalist Cabernet Sauvignon,750ML,15.99
69913,DOMESTIC CAN,BROOKEVILLE BARRED OWL 6/4 16OZ CANS - 4 Pack,16.0Z,15.99
73269,VODKA,New Amsterdam Apple Vodka,1.75L,23.99
319725,ITALY,TENUTA GHIACCIO FORTE MORELLINO,750ML,19.99
75527,SPECIALTY,Firefly Apple Pie Moonshine,750ML,19.99
311348,BRANDY/COGNAC/GRAPPA,Maxime VSOP Trijol Cognac,750ML,37.99
57827,AMERICAN RED,Sterling Vineyards SVR Reserve Bordeaux Blend,750ML,47.99
17876,GIN,Boodles British London Dry Gin,1.75L,35.99
96628,IMPORTED BOTTLE,Tsingtao Beer - 6 Pack,12.0Z,10.99
22953,DOMESTIC CAN,Schlitz High Gravity VSL - 12 Pack,24.0Z,21.99
26565,BOURBON/RYE,Jack Daniel's Old No. 7 Tennesse Whiskey,750ML,22.99
84157,AMERICAN WHITE,Beringer Vineyards Refreshingly Sweet Moscato Muscat,1.5L,13.99
72010,AUSTRALIA,Lindemans Bin 45 Cabernet Sauvignon,1.5L,13.99
415081,SPAIN/PORTUGAL,Bodegas Navalon Anciano Gran Reserva   Aged 10 Years Tempranillo,750ML,12.99
304422,SPAIN/PORTUGAL,Vina Palaciega Reserva Rioja Red Blend,750ML,12.99
69238,DOMESTIC CAN,OSKAR BLUES ONE Y 12/19.2OZ CANS,12.0Z,2.99
41440,BRANDY/COGNAC/GRAPPA,Courvoisier XO Imperial Cognac,750ML,146.99
41382,SPAIN/PORTUGAL,Anecoop Flare Sparkling Moscato Muscat,750ML,10.79
11055,CIDER,Austin Eastciders Original Dry Cider - 6 Pack,12.0Z,12.99
70054,OTHER WINE,Ty Ku Coconut Nigori Sake,330ML,11.99
74138,IRISH WHISKEY,The Quiet Man Traditional Irish Whiskey,750ML,27.99
30520,GIN,Calvert London Dry Gin,1.75L,16.49
231935,OTHER WINE,Tierras de Armenia CJSC Dyutich Estate Bottled Karas Muscat,750ML,18.99
41502,VODKA,Smirnoff Twist of Watermelon Vodka,750ML,13.49
27798,DOMESTIC BOTTLE,Selkirk Abbey Afterlife IPA,22.0Z,8.99
62430,AMERICAN WHITE,Mark West Chardonnay,750ML,12.49
72450,RUM,Picaroon Maryland Dark Rum,750ML,39.99
399744,ITALY,RIONDO P/GRIG,750ML,10.99
51056,IMPORTED CAN,CORONA REFRESCA PASSION FRUIT LIME 4/6PK 12OZ CAN - 6 Pack,12.0Z,9.99
48308,RUM,El Dorado 21 Year Old Special Reserve Rum,750ML,140.99
159344,KOSHER,Teal Lake Cabernet Sauvignon,750ML,8.99
89351,ASIA,Sho Chiku Bai Nigori Silky Mild Sake,750ML,8.99
29371,DOMESTIC BOTTLE,UINTA CONTRAIL WHITE   12.0Z NR,12.0Z,1.99
339120,FRANCE,Domaine Chiroulet Java Bordeaux Blend,750ML,11.99
322821,SCOTCH,Tullibardine 500 Sherry Finish Highland Single Malt Scotch Whisky,750ML,66.99
342151,CORDIALS,Lazzaroni Limoncello Liqueur,750ML,19.99
75302,AMERICAN WHITE,Beringer Vineyards Main & Vine Pinot Grigio,1.5L,13.99
10744,CANADIAN/BLENDED WHISKEY,Jim Beam Red Stag Black Cherry Kentucky Straight Bourbon Whiskey,375ML,9.79
335788,CHILE,VALDIVIESO CLASS CAB,750ML,8.49
332699,AMERICAN RED,Marc Mondavi The Divining Rod Divine Red Rare Red Blend,750ML,12.49
48369,CANADIAN/BLENDED WHISKEY,Crown Royal Black Blended Canadian Whisky,50ML,3.59
68431,DOMESTIC BOTTLE,BELLS OCTOBERFEST 4/6 NR - 6 Pack,12.0Z,12.99
27686,DOMESTIC CAN,Uinta Trader Session IPA Can - 12 Pack,12.0Z,21.99
329577,GREECE,Artemis Karamolegos Feredini Dry White Wine Assyrtico,750ML,26.99
27752,IMPORTED BOTTLE,MAHOU PILS LAGER 2/12 8.40Z - 12 Pack,8.4Z,11.99
70428,VODKA,Pinnacle Original Vodka,375ML,5.69
167304,SPAIN/PORTUGAL,PORTAL FIDALGO ALVARINTO,750ML,15.99
14966,AMERICAN RED,Beringer Vineyards Merlot,750ML,19.99
324727,SPAIN/PORTUGAL,Liquid Geography Mencia,750ML,13.49
71206,SCOTCH,Old Smuggler Blended Scotch Whisky,1.75L,21.99
89869,AMERICAN WHITE,Vendange Wine Cellars Sauvignon Blanc,1.5L,10.49
27413,SCOTCH,Dewar's White Label Blended Scotch Whisky,375ML,16.99
83770,AMERICAN RED,Madria Sangria Tradicional Fresh Citrus Red Blend,1.5L,10.99
70238,TEQUILA,1800 Reposado Reserva Tequila,1.75L,41.99
347698,ITALY,Castello dei Rampolla Chianti Classico DOCG Sangiovese,750ML,24.99
47334,BRANDY/COGNAC/GRAPPA,Pierre Ferrand Selection des Anges Grande Champange 1er Cru de Cognac,750ML,186.99
56880,BRANDY/COGNAC/GRAPPA,E&J V.S.O.P. Superior Reserve Brandy,50ML,1.39
33375,FRANCE,Herzog Selection Delagrave Grand Vin de Bordeaux Dry White White Bordeaux Blend,750ML,15.99
36813,DOMESTIC CAN,BUD LIGHT MANGO SELTZER 2/12 CN - 12 Pack,12.0Z,20.99
439568,AMERICAN RED,Rubus Wine Selections Cabernet Sauvignon,750ML,21.99
70123,BRANDY/COGNAC/GRAPPA,Ararat 5 Year Old Five Star Armenian Brandy,750ML,28.99
